"NS_PE_ID","NS_HABI_ID","CO_PE_ETAB","TE_OPTION","NS_OBJ_ACA_ID_APP"
39729,1935,C841,Certificat d'Université en introduction aux systèmes logiciels,3396
39730,1936,"5051",Certificat d'Université en intervention auprès des enfants et des adolescents à hauts potentiels en difficulté,3396
39731,1937,"1937",Certificat d'université en internat vétérinaire approfondi ,3396
39732,1938,"1938",Certificat d'université en Initiation de la recherche sur les systèmes de santé (RSS),3396
39733,1939,"1939",Certificat d'université en Implantologie,3396
39734,1940,"1940",Certificat d'université en Immuno-allergologie clinique,3396
39735,1941,"1941",Certificat d'université en Hématologie clinique,3396
39736,1942,"1942",Certificat d'université en gouvernance d'entreprise,3396
39737,1943,"1943",Certificat d'université en gestion des voies respiratoires de l'enfant,3396
39738,1944,"1944",Certificat d'université en gestion des sols pollués,3396
39739,1946,"1946",Certificat d'université en Gestion de dispositifs techno-pédagogiques innovants ,3396
39740,1947,"1947",Certificat d'université en Gestion de Cycle du Projet et approche de Gestion Axée Résultats,3396
39741,1948,"1948",Certificat d'université en gestion animalière,3396
39742,1949,"1949",Certificat d'université en gestion administrative et formelle de la propriété intellectuelle,3396
39743,1950,"1950",Certificat d'université en formation de formateur d'adultes,3396
39744,1951,C901,Certificat d'Université en fondements de la qualité,3396
39745,1952,"1952",Certificat d'université en fiscalité des personnes,3396
39746,1953,"1953",Certificat d'université en fiscalité des entreprises,3396
39747,1954,"1954",Certificat d'université en expertise judiciaire en matière d'environnement ,3396
39748,1955,"1955",Certificat d'université en expertise comptable approfondie,3396
39749,1956,"1956",Certificat d'université en expertise comptable,3396
39750,1957,"1957",Certificat d'université en évaluation des risques agro-alimentaires et environnementaux ,3396
39751,1958,"1958",Certificat d'université en épidémiologie clinique et en économie de la santé,3396
39752,1959,"1959",Certificat d'université en Endodontie,3396
39753,1960,"1960",Certificat d'université en Endocrinologie de la reproduction (REBIC),3396
39754,1961,"1961",Certificat d'université en Endocrinologie ,3396
39755,1962,"1962",Certificat d'université en Economie des systèmes de santé (ECOSYS),3396
39756,1963,"1963",Certificat en didactique du cours de philosophie et de citoyenneté,3396
39757,1964,"1964",Certificat en didactique du cours de philosophie et de citoyenneté,3396
39758,1965,"1965",Certificat d'université en Développement et Coopération internationale,3396
39759,1966,"1966",Certificat d'université en Développement Durable et conception architecturale ,3396
39760,1967,"1967","Certificat d'université en développement de compétences  : se réaliser au travail, faire émerger ses forces",3396
39761,1968,"1968",Certificat d'université en Dentisterie pédiatrique,3396
39762,1969,"1969",Certificat d'université en dentisterie équine,3396
39763,1970,"1970",Certificat d'université en criminologie et police,3396
39764,1971,"1971",Certificat d'université en criminalistique et psychiatrie judiciaire,3396
39765,1972,"1972",Certificat d'université en Contrôle de la chaine alimentaire,3396
39766,1973,"1973",Certificat d'université en compétences transversales,3396
39767,1974,"1974",Certificat d'université en communication interne,3396
39768,1975,"1975",Certificat d'université en chirurgie implantaire,3396
39769,1976,C831,Certificat d'Université en biologie marine,3396
39770,1977,"1977",Certificat d'université en Bioéthique de la santé,3396
39771,1978,"1978",Certificat d'université en aspects avancés des systèmes logiciels (HJ),3396
39772,1979,C801,Certificat d'Université en aspects avancés des systèmes logiciels (HD),3396
39773,1980,"1980",Certificat d'université en anesthésie locorégionale,3396
39774,1981,"1981",Certificat d'université en Algologie pédiatrique,3396
39775,1982,"1982",Certificat d'université en Agriculture Urbaine et Péri-Urbaine ,3396
39776,1983,"1983",Certificat d'université en accompagnement de l'accrochage scolaire et social,3396
39777,1984,"1984","Certificat d'université en ""Etude du terrorisme et de la Radicalisation""",3396
39778,1985,"1985",Certificat d'université d'expert en radioprotection ,3396
39779,1986,"1986",Certificat d'université d'échographie thyroïdienne,3396
39780,1987,"5121",Certificat d'Université de spécialisation en didactique des langues,3396
39781,1988,"1988",Certificat d'université de préparation du projet doctoral,3396
39782,1989,"1989",Certificat d'université de mise en oeuvre de formations utilisant efficacement les TIC en milieu associatif (CERTICA) ,3396
39783,1990,"1990",Certificat d'université de médecine scolaire - Promotion de la santé à l'école,3396
39784,1991,"1991",Certificat d'université de Formation intensive en FLES,3396
39785,1992,"1992",Certificat d'université de formation en gestion et organisation de la médecine générale au sein des soins de santé primaires,3396
39786,1993,"1993",Certificat d'université de formation complémentaire en développement durable,3396
39787,1994,"1994",Certificat d'université de formation à l'expertise judiciaire en matière de construction,3396
39788,1995,"5111",Certificat d'Université de Conseiller en Substances Dangereuses,3396
39789,1996,"5021",Certificat d'Université de Conseiller en Prévention I,3396
39790,1997,"1997",Certificat d'université d'enseignement spécifique en médecine générale,3396
39791,1998,"1998",Certificat d'université d'échographie rhumatologique,3396
39792,1999,"1999",Certificat d'université Agréation radiations ionisantes,3396
39793,2000,"2000",Certificat d'université à la pleine conscience - Mindfulness,3396
39794,2001,"2001",Certificat d'université : Théologie pastorale ,3396
39795,2002,"2002",Certificat d'université : Théologie (fondements),3396
39796,2003,"2003",Certificat d'université : Statistique et sciences des données,3396
39797,2004,"2004",Certificat d'université : Soins pharmaceutiques ,3396
39798,2005,"2005",Certificat d'université : Sexologie clinique appliquée,3396
39799,2006,"2006",Certificat d'université : Sciences des religions,3396
39800,2007,"2007",Certificat d'université : Santé mentale en contexte social : multiculturalité et précarité ,3396
39801,2008,"2008",Certificat d'université : Relations internationales et analyse des conflits,3396
39802,2009,"2009",Certificat d'université : Psychologie de la performance sportive ,3396
39803,2010,"2010",Certificat d'université : Pratiques cliniques et Institution,3396
39804,2011,"2011",Certificat d'université : Pratique professionnelle des assurances ,3396
39805,2012,"2012",Certificat d'université : Planification patrimoniale,3396
39806,2013,"2013",Certificat d'université : Personal training,3396
39807,2014,"2014",Certificat d'université : Pastorale liturgique et sacramentelle,3396
39808,2015,"2015",Certificat d'université : Pastorale de la santé ,3396
39809,2016,"2016",Certificat d'université : Normes IAS / IFRS ,3396
39810,2017,"2017",Certificat d'université : Neuroréhabilitation fonctionnelle et intensive (Orientation pédiatrique),3396
39811,2018,"2018",Certificat d'université : Médecine scolaire ,3396
39812,2019,"2019",Certificat d'université : Médecine maternelle périnatale ,3396
39813,2020,"2020",Certificat d'université : Mandataires de crise ,3396
39814,2021,"2021",Certificat d'université : Management humain innovant ,3396
39815,2022,"2022",Certificat d'université : Management des ressources humaines ,3396
39816,2023,"2023",Certificat d'université : Management des associations sans buts lucratifs,3396
39817,2024,"2024",Certificat d'université : Life coaching,3396
39818,2025,"2025",Certificat d'université : Leadership collaboratif ,3396
39819,2026,"2026",Certificat d'université : Kinésithérapie respiratoire,3396
39820,2027,"2027",Certificat d'université : Kinésithérapie en périnéologie ,3396
39821,2028,"2028",Certificat d'université : Kinésithérapie en neurologie adulte ,3396
39822,2029,"2029",Certificat d'université : Junior data analyst ,3396
39823,2030,"2030",Certificat d'université : Islamic finance ,3396
39824,2031,"2031",Certificat d'université : Interv. psychol. basées sur la pleine conscience - Enfants/Adolescents/Parents,3396
39825,2032,"2032",Certificat d'université : Interv. psychol. basées sur la pleine conscience - Adultes,3396
39826,2033,"2033",Certificat d'université : Interprétation de conférence ,3396
39827,2034,"2034",Certificat d'université : International supply chain management ,3396
39828,2035,"2035",Certificat d'université : International Executive MBA,3396
39829,2036,"2036",Certificat d'université : Initiation à l'actuariat,3396
39830,2037,"2037",Certificat d'université : Hippothérapie,3396
39831,2038,"2038",Certificat d'université : Gestion hospitalière,3396
39832,2039,"2039",Certificat d'université : Gestion et pratique de l'impôt des sociétés ,3396
39833,2040,"2040","Certificat d'université : Gestion des droits intellectuels : stratégie, contrats et fiscalité de l'innovation ",3396
39834,2041,"2041",Certificat d'université : Gestion de l'innovation,3396
39835,2042,"2042",Certificat d'université : Géomatique appliquée,3396
39836,2043,"2043",Certificat d'université : Finance quantitative et ALM,3396
39837,2044,"2044",Certificat d'université : Expertise médicale et médecine d'assurance ,3396
39838,2045,"2045",Certificat d'université : Exercise therapy,3396
39839,2046,"2046",Certificat d'université : Exercise medicine,3396
39840,2047,"2047",Certificat d'université : Executive Master en internal audit,3396
39841,2048,"2048",Certificat d'université : Executive Master en business coaching ,3396
39842,2049,"2049",Certificat d'université : Econométrie,3396
39843,2050,"2050",Certificat d'université : Droit et financement des pensions,3396
39844,2051,"2051",Certificat d'université : Droit des assurances,3396
39845,2052,"2052",Certificat d'université - Executive Master in transport and logistics,3396
39846,2053,"2053",Certificat d'université - Executive Master in sustainable Hydraulic Structures,3396
39847,2054,"2054",Certificat d'université - Executive Master in Co-Creative Innovation,3396
39848,2055,"2055",Certificat d'université  - Executive Master en productions animales durables,3396
39849,2056,"2056",Certificat d'Executive Program in IT Business Agility,3396
39850,2057,"2057",Certificat d'Executive Master in Risk and Cybersecurity,3396
39851,2058,"2058",Certificat d'Executive Master in IT Management,3396
39852,2059,"2059",Certificat d'Executive Master in Finance ,3396
39853,2060,"2060",Certificat d'Executive Master in Accounting & Audit ,3396
39854,2061,"2061",Certificat de l'Executive Program in Security Governance,3396
39855,2062,"2062",Certificat de l'Executive Program in IT Sourcing,3396
39856,2063,"2063",Certificat de l'Executive Program in IT Management Consulting ,3396
39857,2064,"2064",Certificat de l'Executive Program in Enterprise and IT Architecture,3396
39858,2065,"2065",Certificat de l'Executive Program in Cybersecurity,3396
39859,2066,"2066",Certificat de l'Executive Program in CIO Practices,3396
39860,2067,"2067",Certificat de l'Executive Program in CIO Leadership,3396
39861,2068,"2068",Certificat de l'Executive Master in Information Security,3396
39862,2069,"2069",Certificat de didactique de l'enseignement en immersion,3396
39863,2070,"2070",Certificat d'université en Société et Laïcité ,3396
39864,2071,C981,"Certificat d'Université en psychothérapie familiale, conjugale et approches systémiques",3396
39865,2072,"2072",Certificat d'université en Maîtrise spéciale en Management environnemental,3396
39866,2073,"2073",Certificat d'Executive Master in Business Administration ,3396
39867,2074,"2074",Certificat d'université en expertise psycho-légale ,3396
39868,2075,"2075",Advanced Master in Quantitative Finance,3396
39869,2076,"2076",Advanced Master in Innovation & Strategic Management,3396
39870,2077,"2077",Advanced Master in Innovation & Entrepreneurship,3396
39871,2078,"2078",Advanced Master in Financial Markets,3396
39872,2079,"2079",Advanced Master in Creativity & Marketing,3396
39873,2965,"5181",Certificat d'Université en Interprétation en contexte juridique : milieu judiciaire et secteur des demandes d'asile,3396
39874,2966,"5131",Certificat d'Université - Spécialisation en phonétique et psycholinguistique cliniques,3396
39875,2967,"5141",Certificat d'Université - Spécialisation en pédagogie de l'oral pour l'enseignement-apprentissage des langues étrangères,3396
39876,2968,"5151",Certificat d'Université - Spécialisation en méthodologie de l'immersion linguistique,3396
39877,2969,"5031",Certificat d'Université d'Executive Master en Management de l'Innovation,3396
39878,2970,"5321",Certificat d'Université en Intelligence Artificielle (Hands on AI),3396
